type,timestamp,time_diff,totalCursorDistance,totalMouseClicks,user_id,version_id,option_id,old_vote,new_vote,vote_diff,option_position,option_position_view,filled_page_action,version,old_group,new_group,card_order,new_position,old_position,raw_page_action,diff_square,num_groupings,distance_diff,abs_distance,cumulative_distance,cumulative_voting_time,cumulative_cursor_distance,cumsum_diff_square,step
options/updateOptionVotes,2023-09-25 22:42:34.605000+00:00,5.411,507.74635584348096,4,S001,v3,option_27,9.0,8.0,-1.0,14.0,11.0,voting,v3_long_traditional,,,,,,,-17.0,0,0.0,0.0,196.0,266.6,49944.78944254862,418.0,28
options/updateOptionVotes,2023-09-25 22:42:38.453000+00:00,3.848,534.7737581898351,2,S001,v3,option_11,4.0,5.0,1.0,1.0,24.0,voting,v3_long_traditional,,,,,,,9.0,0,-13.0,13.0,209.0,270.448,50479.56320073846,427.0,29
options/updateOptionVotes,2023-09-25 22:42:57.072000+00:00,18.618999999999996,3983.033188017135,2,S001,v3,option_16,3.0,4.0,1.0,21.0,4.0,voting,v3_long_traditional,,,,,,,7.0,0,20.0,20.0,229.0,289.06699999999995,54462.5963887556,434.0,30
options/updateOptionVotes,2023-09-25 22:43:00.190000+00:00,3.1180000000000003,499.6824277540593,2,S001,v3,option_6,0.0,2.0,2.0,19.0,6.0,voting,v3_long_traditional,,,,,,,4.0,0,-2.0,2.0,231.0,292.185,54962.27881650966,438.0,31
options/updateOptionVotes,2023-09-25 22:43:15.163000+00:00,14.973,5535.13635086798,4,S001,v3,option_3,-4.0,-5.0,-1.0,18.0,7.0,voting,v3_long_traditional,,,,,,,9.0,0,-1.0,1.0,232.0,307.158,60497.41516737764,447.0,32
options/updateOptionVotes,2023-09-25 22:44:02.008000+00:00,46.84499999999999,4115.395462212865,3,S001,v3,option_28,3.0,2.0,-1.0,7.0,18.0,voting,v3_long_traditional,,,,,,,-5.0,0,-11.0,11.0,243.0,354.003,64612.8106295905,442.0,33
options/updateOptionVotes,2023-09-25 22:44:04.663000+00:00,2.655,418.22690627701377,2,S001,v3,option_28,2.0,2.0,0.0,7.0,18.0,voting,v3_long_traditional,,,,,,,0.0,0,0.0,0.0,243.0,356.658,65031.03753586752,442.0,34
options/updateOptionVotes,2023-09-25 22:44:29.369000+00:00,24.705999999999992,2139.497526392789,2,S001,v3,option_29,-3.0,-4.0,-1.0,11.0,14.0,voting,v3_long_traditional,,,,,,,7.0,0,4.0,4.0,247.0,381.364,67170.5350622603,449.0,35
options/updateOptionVotes,2023-09-25 22:44:50.712000+00:00,21.343,1529.6071303119734,2,S001,v3,option_22,4.0,0.0,-4.0,12.0,13.0,voting,v3_long_traditional,,,,,,,-16.0,0,1.0,1.0,248.0,402.707,68700.14219257227,433.0,36
options/updateOptionVotes,2023-09-25 22:45:15.708000+00:00,24.996,1141.3563159480614,3,S001,v3,option_15,4.0,5.0,1.0,17.0,8.0,voting,v3_long_traditional,,,,,,,9.0,0,5.0,5.0,253.0,427.703,69841.49850852034,442.0,37
options/updateOptionVotes,2023-10-01 21:50:51.084000+00:00,29.544,5559.002160700776,2,S005,v3,option_26,0.0,3.0,3.0,15.0,10.0,voting,v3_long_traditional,,,,,,,9.0,0,15.0,15.0,15.0,29.544,5559.002160700776,9.0,1
options/updateOptionVotes,2023-10-01 21:51:04.180000+00:00,13.096,412.0584977776058,2,S005,v3,option_3,0.0,1.0,1.0,19.0,6.0,voting,v3_long_traditional,,,,,,,1.0,0,4.0,4.0,19.0,42.64,5971.060658478382,10.0,2
options/updateOptionVotes,2023-10-01 21:51:12.717000+00:00,8.536999999999999,286.51630648772925,2,S005,v3,option_22,0.0,2.0,2.0,22.0,3.0,voting,v3_long_traditional,,,,,,,4.0,0,3.0,3.0,22.0,51.17699999999999,6257.576964966111,14.0,3
options/updateOptionVotes,2023-10-01 21:51:18.950000+00:00,6.233,246.2443909685144,2,S005,v3,option_22,2.0,5.0,3.0,22.0,3.0,voting,v3_long_traditional,,,,,,,21.0,0,0.0,0.0,22.0,57.41,6503.821355934625,35.0,4
options/updateOptionVotes,2023-10-01 21:51:22.628000+00:00,3.678,317.03168747216176,2,S005,v3,option_22,5.0,4.0,-1.0,22.0,3.0,voting,v3_long_traditional,,,,,,,-9.0,0,0.0,0.0,22.0,61.088,6820.853043406787,26.0,5
options/updateOptionVotes,2023-10-01 21:51:30.989000+00:00,8.361,419.6110356543845,2,S005,v3,option_22,4.0,5.0,1.0,22.0,3.0,voting,v3_long_traditional,,,,,,,9.0,0,0.0,0.0,22.0,69.449,7240.464079061171,35.0,6
options/updateOptionVotes,2023-10-01 21:51:39.988000+00:00,8.999,720.6662377935385,2,S005,v3,option_13,0.0,2.0,2.0,13.0,12.0,voting,v3_long_traditional,,,,,,,4.0,0,-9.0,9.0,31.0,78.448,7961.13031685471,39.0,7
options/updateOptionVotes,2023-10-01 21:51:43.103000+00:00,3.115,158.7167511274924,2,S005,v3,option_14,0.0,3.0,3.0,2.0,23.0,voting,v3_long_traditional,,,,,,,9.0,0,-11.0,11.0,42.0,81.563,8119.847067982202,48.0,8
options/updateOptionVotes,2023-10-01 21:51:49.685000+00:00,6.582,214.13847246093107,2,S005,v3,option_8,0.0,1.0,1.0,3.0,22.0,voting,v3_long_traditional,,,,,,,1.0,0,1.0,1.0,43.0,88.145,8333.985540443133,49.0,9
options/updateOptionVotes,2023-10-01 21:51:53.893000+00:00,4.208,201.1582837591012,2,S005,v3,option_19,0.0,3.0,3.0,4.0,21.0,voting,v3_long_traditional,,,,,,,9.0,0,1.0,1.0,44.0,92.353,8535.143824202234,58.0,10
options/updateOptionVotes,2023-10-01 21:51:59.023000+00:00,5.130000000000001,478.5089898261649,2,S005,v3,option_15,0.0,2.0,2.0,5.0,20.0,voting,v3_long_traditional,,,,,,,4.0,0,1.0,1.0,45.0,97.483,9013.6528140284,62.0,11
options/updateOptionVotes,2023-10-01 21:52:02.218000+00:00,3.195,180.79172909797435,2,S005,v3,option_2,0.0,1.0,1.0,12.0,13.0,voting,v3_long_traditional,,,,,,,1.0,0,7.0,7.0,52.0,100.678,9194.444543126374,63.0,12
options/updateOptionVotes,2023-10-01 21:52:13.289000+00:00,11.070999999999998,1959.30758375637,2,S005,v3,option_30,0.0,1.0,1.0,24.0,1.0,voting,v3_long_traditional,,,,,,,1.0,0,12.0,12.0,64.0,111.749,11153.752126882744,64.0,13
options/updateOptionVotes,2023-10-01 21:52:17.372000+00:00,4.083,495.3314217797681,2,S005,v3,option_24,0.0,3.0,3.0,23.0,2.0,voting,v3_long_traditional,,,,,,,9.0,0,-1.0,1.0,65.0,115.832,11649.083548662513,73.0,14
options/updateOptionVotes,2023-10-01 21:52:23.604000+00:00,6.232,448.7719497180976,2,S005,v3,option_7,0.0,0.0,0.0,17.0,8.0,voting,v3_long_traditional,,,,,,,0.0,0,-6.0,6.0,71.0,122.064,12097.85549838061,73.0,15
options/updateOptionVotes,2023-10-01 21:52:29.004000+00:00,5.4,280.3224901254804,2,S005,v3,option_4,0.0,1.0,1.0,14.0,11.0,voting,v3_long_traditional,,,,,,,1.0,0,-3.0,3.0,74.0,127.464,12378.17798850609,74.0,16
options/updateOptionVotes,2023-10-01 21:52:32.650000+00:00,3.646,634.5382648126688,2,S005,v3,option_1,0.0,1.0,1.0,11.0,14.0,voting,v3_long_traditional,,,,,,,1.0,0,-3.0,3.0,77.0,131.11,13012.716253318758,75.0,17
options/updateOptionVotes,2023-10-01 21:52:40.412000+00:00,7.762,1707.2884885890055,5,S005,v3,option_1,1.0,0.0,-1.0,11.0,14.0,voting,v3_long_traditional,,,,,,,-1.0,0,0.0,0.0,77.0,138.872,14720.004741907764,74.0,18
options/updateOptionVotes,2023-10-01 21:52:44.350000+00:00,3.938,547.7217238304237,2,S005,v3,option_25,0.0,1.0,1.0,18.0,7.0,voting,v3_long_traditional,,,,,,,1.0,0,7.0,7.0,84.0,142.81,15267.726465738187,75.0,19
options/updateOptionVotes,2023-10-01 21:52:46.960000+00:00,2.6100000000000003,431.1757686884757,2,S005,v3,option_20,0.0,3.0,3.0,10.0,15.0,voting,v3_long_traditional,,,,,,,9.0,0,-8.0,8.0,92.0,145.42,15698.902234426663,84.0,20
options/updateOptionVotes,2023-10-01 21:52:51.135000+00:00,4.175,559.7222055540657,2,S005,v3,option_29,0.0,0.0,0.0,9.0,16.0,voting,v3_long_traditional,,,,,,,0.0,0,-1.0,1.0,93.0,149.595,16258.62443998073,84.0,21
options/updateOptionVotes,2023-10-01 21:52:53.744000+00:00,2.609,517.3368506054624,2,S005,v3,option_6,0.0,1.0,1.0,8.0,17.0,voting,v3_long_traditional,,,,,,,1.0,0,-1.0,1.0,94.0,152.204,16775.96129058619,85.0,22
options/updateOptionVotes,2023-10-01 21:52:57.265000+00:00,3.521,572.0546500218684,2,S005,v3,option_12,0.0,1.0,1.0,7.0,18.0,voting,v3_long_traditional,,,,,,,1.0,0,-1.0,1.0,95.0,155.725,17348.01594060806,86.0,23
options/updateOptionVotes,2023-10-01 21:53:01.337000+00:00,4.072,395.4674584597658,2,S005,v3,option_18,0.0,2.0,2.0,20.0,5.0,voting,v3_long_traditional,,,,,,,4.0,0,13.0,13.0,108.0,159.797,17743.483399067827,90.0,24
options/updateOptionVotes,2023-10-01 21:53:06.805000+00:00,5.468,318.3559519913275,2,S005,v3,option_23,0.0,3.0,3.0,6.0,19.0,voting,v3_long_traditional,,,,,,,9.0,0,-14.0,14.0,122.0,165.265,18061.839351059152,99.0,25
options/updateOptionVotes,2023-10-01 21:53:18.843000+00:00,12.037999999999998,3254.003725965364,2,S005,v3,option_26,3.0,10.0,7.0,15.0,10.0,voting,v3_long_traditional,,,,,,,91.0,0,9.0,9.0,131.0,177.303,21315.84307702452,190.0,26
options/updateOptionVotes,2023-10-01 21:53:34.617000+00:00,15.774,405.9541349258201,2,S005,v3,option_11,0.0,1.0,1.0,1.0,24.0,voting,v3_long_traditional,,,,,,,1.0,0,-14.0,14.0,145.0,193.077,21721.797211950336,191.0,27
options/updateOptionVotes,2023-10-01 21:53:37.271000+00:00,2.654,151.04775046032478,2,S005,v3,option_3,1.0,5.0,4.0,19.0,6.0,voting,v3_long_traditional,,,,,,,24.0,0,18.0,18.0,163.0,195.731,21872.84496241066,215.0,28
options/updateOptionVotes,2023-10-01 21:53:43.651000+00:00,6.38,218.7879607955697,2,S005,v3,option_27,0.0,5.0,5.0,21.0,4.0,voting,v3_long_traditional,,,,,,,25.0,0,2.0,2.0,165.0,202.111,22091.63292320623,240.0,29
options/updateOptionVotes,2023-10-01 21:53:47.722000+00:00,4.071,193.73607760971427,2,S005,v3,option_22,5.0,10.0,5.0,22.0,3.0,voting,v3_long_traditional,,,,,,,75.0,0,1.0,1.0,166.0,206.182,22285.369000815943,315.0,30
options/updateOptionVotes,2023-10-01 21:53:55.315000+00:00,7.593,337.0578080015531,2,S005,v3,option_13,2.0,8.0,6.0,13.0,12.0,voting,v3_long_traditional,,,,,,,60.0,0,-9.0,9.0,175.0,213.775,22622.426808817498,375.0,31
options/updateOptionVotes,2023-10-01 21:53:58.691000+00:00,3.3760000000000003,400.9964529378217,2,S005,v3,option_13,8.0,6.0,-2.0,13.0,12.0,voting,v3_long_traditional,,,,,,,-28.0,0,0.0,0.0,175.0,217.151,23023.42326175532,347.0,32
options/updateOptionVotes,2023-10-01 21:54:07.488000+00:00,8.797,1678.6526618454918,4,S005,v3,option_19,3.0,5.0,2.0,4.0,21.0,voting,v3_long_traditional,,,,,,,16.0,0,-9.0,9.0,184.0,225.948,24702.075923600813,363.0,33
options/updateOptionVotes,2023-10-01 21:54:11.934000+00:00,4.446000000000001,374.0841310314244,2,S005,v3,option_15,2.0,8.0,6.0,5.0,20.0,voting,v3_long_traditional,,,,,,,60.0,0,1.0,1.0,185.0,230.394,25076.16005463224,423.0,34
options/updateOptionVotes,2023-10-01 21:54:22.564000+00:00,10.63,835.574883562316,4,S005,v3,option_23,3.0,5.0,2.0,6.0,19.0,voting,v3_long_traditional,,,,,,,16.0,0,1.0,1.0,186.0,241.024,25911.734938194557,439.0,35
options/updateOptionVotes,2023-10-01 21:54:28.042000+00:00,5.478,371.2254652879685,2,S005,v3,option_23,5.0,8.0,3.0,6.0,19.0,voting,v3_long_traditional,,,,,,,39.0,0,0.0,0.0,186.0,246.502,26282.96040348252,478.0,36
options/updateOptionVotes,2023-10-01 21:54:30.877000+00:00,2.835,389.7667949414147,2,S005,v3,option_23,8.0,7.0,-1.0,6.0,19.0,voting,v3_long_traditional,,,,,,,-15.0,0,0.0,0.0,186.0,249.337,26672.727198423938,463.0,37
options/updateOptionVotes,2023-10-01 21:54:35.604000+00:00,4.727,371.56668889317234,2,S005,v3,option_18,2.0,3.0,1.0,20.0,5.0,voting,v3_long_traditional,,,,,,,5.0,0,14.0,14.0,200.0,254.064,27044.293887317108,468.0,38
options/updateOptionVotes,2023-10-01 21:54:44.857000+00:00,9.253,706.1558466443321,2,S005,v3,option_25,1.0,2.0,1.0,18.0,7.0,voting,v3_long_traditional,,,,,,,3.0,0,-2.0,2.0,202.0,263.317,27750.44973396144,471.0,39
options/updateOptionVotes,2023-10-01 21:54:48.322000+00:00,3.465,406.8256376560238,2,S005,v3,option_25,2.0,1.0,-1.0,18.0,7.0,voting,v3_long_traditional,,,,,,,-3.0,0,0.0,0.0,202.0,266.782,28157.275371617463,468.0,40
options/updateOptionVotes,2023-10-04 13:09:27.439000+00:00,28.15,2968.801224344341,2,S015,v3,option_14,0.0,1.0,1.0,4.0,21.0,voting,v3_long_traditional,,,,,,,1.0,0,4.0,4.0,4.0,28.15,2968.801224344341,1.0,1
options/updateOptionVotes,2023-10-04 13:09:38.169000+00:00,10.73,1432.1914950399068,2,S015,v3,option_11,0.0,3.0,3.0,18.0,7.0,voting,v3_long_traditional,,,,,,,9.0,0,14.0,14.0,18.0,38.88,4400.992719384248,10.0,2
options/updateOptionVotes,2023-10-04 13:09:53.605000+00:00,15.436,1259.7622878218267,2,S015,v3,option_5,0.0,1.0,1.0,1.0,24.0,voting,v3_long_traditional,,,,,,,1.0,0,-17.0,17.0,35.0,54.316,5660.755007206075,11.0,3
options/updateOptionVotes,2023-10-04 13:09:57.835000+00:00,4.23,951.9775892341178,2,S015,v3,option_14,1.0,4.0,3.0,4.0,21.0,voting,v3_long_traditional,,,,,,,15.0,0,3.0,3.0,38.0,58.546,6612.7325964401925,26.0,4
options/updateOptionVotes,2023-10-04 13:10:08.297000+00:00,10.462,559.1869775921258,2,S015,v3,option_26,0.0,3.0,3.0,2.0,23.0,voting,v3_long_traditional,,,,,,,9.0,0,-2.0,2.0,40.0,69.008,7171.9195740323175,35.0,5
options/updateOptionVotes,2023-10-04 13:10:49.540000+00:00,41.243,3756.625331349139,3,S015,v3,option_26,3.0,1.0,-2.0,2.0,23.0,voting,v3_long_traditional,,,,,,,-8.0,0,0.0,0.0,40.0,110.251,10928.544905381455,27.0,6
options/updateOptionVotes,2023-10-04 13:11:04.514000+00:00,14.974,1558.0112688283136,2,S015,v3,option_26,1.0,2.0,1.0,2.0,23.0,voting,v3_long_traditional,,,,,,,3.0,0,0.0,0.0,40.0,125.225,12486.55617420977,30.0,7
options/updateOptionVotes,2023-10-04 13:11:17.597000+00:00,13.082999999999998,2396.6503178996263,4,S015,v3,option_25,0.0,1.0,1.0,21.0,4.0,voting,v3_long_traditional,,,,,,,1.0,0,19.0,19.0,59.0,138.308,14883.206492109395,31.0,8
options/updateOptionVotes,2023-10-04 13:11:26.744000+00:00,9.147,667.1689380933859,2,S015,v3,option_20,0.0,4.0,4.0,23.0,2.0,voting,v3_long_traditional,,,,,,,16.0,0,2.0,2.0,61.0,147.45499999999998,15550.375430202785,47.0,9
options/updateOptionVotes,2023-10-04 13:11:44.372000+00:00,17.628,1887.2548427360457,3,S015,v3,option_28,0.0,0.0,0.0,16.0,9.0,voting,v3_long_traditional,,,,,,,0.0,0,-7.0,7.0,68.0,165.083,17437.63027293883,47.0,10
options/updateOptionVotes,2023-10-04 13:11:51.068000+00:00,6.696,1433.9215325021391,2,S015,v3,option_16,0.0,4.0,4.0,3.0,22.0,voting,v3_long_traditional,,,,,,,16.0,0,-13.0,13.0,81.0,171.779,18871.55180544097,63.0,11
options/updateOptionVotes,2023-10-04 13:12:05.963000+00:00,14.895,2366.852650326751,2,S015,v3,option_1,0.0,4.0,4.0,5.0,20.0,voting,v3_long_traditional,,,,,,,16.0,0,2.0,2.0,83.0,186.674,21238.40445576772,79.0,12
options/updateOptionVotes,2023-10-04 13:12:12.196000+00:00,6.232999999999999,2043.9236694858585,2,S015,v3,option_26,2.0,4.0,2.0,2.0,23.0,voting,v3_long_traditional,,,,,,,12.0,0,-3.0,3.0,86.0,192.907,23282.328125253574,91.0,13
options/updateOptionVotes,2023-10-04 13:12:17.855000+00:00,5.659,646.9637676910291,2,S015,v3,option_14,4.0,8.0,4.0,4.0,21.0,voting,v3_long_traditional,,,,,,,48.0,0,2.0,2.0,88.0,198.566,23929.29189294461,139.0,14
options/updateOptionVotes,2023-10-04 13:12:29.611000+00:00,11.756,838.8915358579286,2,S015,v3,option_16,4.0,7.0,3.0,3.0,22.0,voting,v3_long_traditional,,,,,,,33.0,0,-1.0,1.0,89.0,210.322,24768.18342880253,172.0,15
options/updateOptionVotes,2023-10-04 13:12:39.499000+00:00,9.888,3017.47164301494,2,S015,v3,option_17,0.0,4.0,4.0,17.0,8.0,voting,v3_long_traditional,,,,,,,16.0,0,14.0,14.0,103.0,220.21,27785.655071817477,188.0,16
options/updateOptionVotes,2023-10-04 13:12:44.292000+00:00,4.793,980.7501903200022,2,S015,v3,option_2,0.0,2.0,2.0,6.0,19.0,voting,v3_long_traditional,,,,,,,4.0,0,-11.0,11.0,114.0,225.003,28766.40526213748,192.0,17
options/updateOptionVotes,2023-10-04 13:12:47.915000+00:00,3.623,1247.6364395942946,2,S015,v3,option_3,0.0,2.0,2.0,7.0,18.0,voting,v3_long_traditional,,,,,,,4.0,0,1.0,1.0,115.0,228.626,30014.04170173177,196.0,18
options/updateOptionVotes,2023-10-04 13:12:55.632000+00:00,7.717,1568.5632100278406,2,S015,v3,option_18,0.0,1.0,1.0,8.0,17.0,voting,v3_long_traditional,,,,,,,1.0,0,1.0,1.0,116.0,236.343,31582.60491175961,197.0,19
options/updateOptionVotes,2023-10-04 13:13:09.256000+00:00,13.624,1839.1044869958985,2,S015,v3,option_31,0.0,5.0,5.0,14.0,11.0,voting,v3_long_traditional,,,,,,,25.0,0,6.0,6.0,122.0,249.967,33421.70939875551,222.0,20
options/updateOptionVotes,2023-10-04 13:13:13.985000+00:00,4.729,629.5682934838189,2,S015,v3,option_6,0.0,3.0,3.0,9.0,16.0,voting,v3_long_traditional,,,,,,,9.0,0,-5.0,5.0,127.0,254.696,34051.27769223933,231.0,21
options/updateOptionVotes,2023-10-04 13:13:38.889000+00:00,24.904000000000003,5113.835764711277,5,S015,v3,option_12,0.0,5.0,5.0,11.0,14.0,voting,v3_long_traditional,,,,,,,25.0,0,2.0,2.0,129.0,279.6,39165.11345695061,256.0,22
options/updateOptionVotes,2023-10-04 13:13:46.798000+00:00,7.909,1234.8926940357328,2,S015,v3,option_12,5.0,8.0,3.0,11.0,14.0,voting,v3_long_traditional,,,,,,,39.0,0,0.0,0.0,129.0,287.509,40400.00615098634,295.0,23
options/updateOptionVotes,2023-10-04 13:13:53.527000+00:00,6.728999999999999,885.114640864737,2,S015,v3,option_27,0.0,3.0,3.0,24.0,1.0,voting,v3_long_traditional,,,,,,,9.0,0,13.0,13.0,142.0,294.238,41285.12079185108,304.0,24
options/updateOptionVotes,2023-10-04 13:14:02.762000+00:00,9.235,1279.3264432556143,2,S015,v3,option_4,0.0,2.0,2.0,22.0,3.0,voting,v3_long_traditional,,,,,,,4.0,0,-2.0,2.0,144.0,303.473,42564.44723510669,308.0,25
options/updateOptionVotes,2023-10-04 13:14:12.201000+00:00,9.439,2933.591591369656,2,S015,v3,option_22,0.0,6.0,6.0,19.0,6.0,voting,v3_long_traditional,,,,,,,36.0,0,-3.0,3.0,147.0,312.912,45498.038826476346,344.0,26
options/updateOptionVotes,2023-10-04 13:14:20.371000+00:00,8.17,705.0457709016363,2,S015,v3,option_7,0.0,4.0,4.0,12.0,13.0,voting,v3_long_traditional,,,,,,,16.0,0,-7.0,7.0,154.0,321.082,46203.08459737798,360.0,27
options/updateOptionVotes,2023-10-04 13:14:27.547000+00:00,7.176,1069.246648203435,2,S015,v3,option_21,0.0,5.0,5.0,15.0,10.0,voting,v3_long_traditional,,,,,,,25.0,0,3.0,3.0,157.0,328.258,47272.331245581416,385.0,28
options/updateOptionVotes,2023-10-04 13:14:37.368000+00:00,9.821000000000002,1217.867943829276,2,S015,v3,option_15,0.0,6.0,6.0,13.0,12.0,voting,v3_long_traditional,,,,,,,36.0,0,-2.0,2.0,159.0,338.079,48490.19918941069,421.0,29
options/updateOptionVotes,2023-10-04 13:14:51.994000+00:00,14.626,874.3151055000809,2,S015,v3,option_9,0.0,7.0,7.0,20.0,5.0,voting,v3_long_traditional,,,,,,,49.0,0,7.0,7.0,166.0,352.705,49364.514294910776,470.0,30
options/updateOptionVotes,2023-10-06 16:10:16.686000+00:00,28.674000000000003,7509.949891528064,2,S020,v3,option_20,0.0,1.0,1.0,19.0,6.0,voting,v3_long_traditional,,,,,,,1.0,0,19.0,19.0,19.0,28.674000000000003,7509.949891528064,1.0,1
options/updateOptionVotes,2023-10-06 16:10:32.312000+00:00,15.626,2215.9785233870693,2,S020,v3,option_28,0.0,-1.0,-1.0,13.0,12.0,voting,v3_long_traditional,,,,,,,1.0,0,-6.0,6.0,25.0,44.3,9725.928414915134,2.0,2
options/updateOptionVotes,2023-10-06 16:10:43.460000+00:00,11.148,2180.4881770310417,2,S020,v3,option_3,0.0,1.0,1.0,2.0,23.0,voting,v3_long_traditional,,,,,,,1.0,0,-11.0,11.0,36.0,55.448,11906.416591946174,3.0,3
options/updateOptionVotes,2023-10-06 16:10:47.422000+00:00,3.962,499.916978991793,2,S020,v3,option_2,0.0,1.0,1.0,3.0,22.0,voting,v3_long_traditional,,,,,,,1.0,0,1.0,1.0,37.0,59.41,12406.333570937968,4.0,4
options/updateOptionVotes,2023-10-06 16:11:03.913000+00:00,16.491,4361.837706099856,3,S020,v3,option_1,0.0,1.0,1.0,21.0,4.0,voting,v3_long_traditional,,,,,,,1.0,0,18.0,18.0,55.0,75.90100000000001,16768.17127703782,5.0,5
options/updateOptionVotes,2023-10-06 16:11:19.866000+00:00,15.953,2467.743693086209,3,S020,v3,option_25,0.0,1.0,1.0,4.0,21.0,voting,v3_long_traditional,,,,,,,1.0,0,-17.0,17.0,72.0,91.854,19235.91497012403,6.0,6
options/updateOptionVotes,2023-10-06 16:11:24.254000+00:00,4.388,626.4259514972911,2,S020,v3,option_5,0.0,1.0,1.0,5.0,20.0,voting,v3_long_traditional,,,,,,,1.0,0,1.0,1.0,73.0,96.242,19862.34092162132,7.0,7
options/updateOptionVotes,2023-10-06 16:11:31.284000+00:00,7.03,868.4273674586454,2,S020,v3,option_15,0.0,1.0,1.0,8.0,17.0,voting,v3_long_traditional,,,,,,,1.0,0,3.0,3.0,76.0,103.272,20730.76828907997,8.0,8
options/updateOptionVotes,2023-10-06 16:11:35.292000+00:00,4.008,542.4828248488005,2,S020,v3,option_18,0.0,1.0,1.0,22.0,3.0,voting,v3_long_traditional,,,,,,,1.0,0,14.0,14.0,90.0,107.28,21273.25111392877,9.0,9
options/updateOptionVotes,2023-10-06 16:11:43.480000+00:00,8.188,1498.6466714415606,2,S020,v3,option_29,0.0,-1.0,-1.0,6.0,19.0,voting,v3_long_traditional,,,,,,,1.0,0,-16.0,16.0,106.0,115.468,22771.89778537033,10.0,10
options/updateOptionVotes,2023-10-06 16:11:50.118000+00:00,6.638,1641.8032753869295,2,S020,v3,option_23,0.0,1.0,1.0,24.0,1.0,voting,v3_long_traditional,,,,,,,1.0,0,18.0,18.0,124.0,122.106,24413.70106075726,11.0,11
options/updateOptionVotes,2023-10-06 16:12:06.273000+00:00,16.155,526.0429746686135,2,S020,v3,option_31,0.0,1.0,1.0,7.0,18.0,voting,v3_long_traditional,,,,,,,1.0,0,-17.0,17.0,141.0,138.261,24939.744035425872,12.0,12
options/updateOptionVotes,2023-10-06 16:12:10.571000+00:00,4.298,490.6454328780898,2,S020,v3,option_13,0.0,1.0,1.0,23.0,2.0,voting,v3_long_traditional,,,,,,,1.0,0,16.0,16.0,157.0,142.559,25430.38946830396,13.0,13
options/updateOptionVotes,2023-10-06 16:12:23.635000+00:00,13.064,1992.4225807938808,3,S020,v3,option_17,0.0,1.0,1.0,11.0,14.0,voting,v3_long_traditional,,,,,,,1.0,0,-12.0,12.0,169.0,155.623,27422.812049097844,14.0,14
options/updateOptionVotes,2023-10-06 16:12:29.831000+00:00,6.196000000000001,556.4693075591202,2,S020,v3,option_16,0.0,1.0,1.0,9.0,16.0,voting,v3_long_traditional,,,,,,,1.0,0,-2.0,2.0,171.0,161.81900000000002,27979.281356656964,15.0,15
options/updateOptionVotes,2023-10-06 16:12:36.628000+00:00,6.797000000000001,516.4948412122739,2,S020,v3,option_14,0.0,1.0,1.0,10.0,15.0,voting,v3_long_traditional,,,,,,,1.0,0,1.0,1.0,172.0,168.616,28495.77619786924,16.0,16
options/updateOptionVotes,2023-10-06 16:12:40.383000+00:00,3.755,513.1895871280715,2,S020,v3,option_21,0.0,1.0,1.0,12.0,13.0,voting,v3_long_traditional,,,,,,,1.0,0,2.0,2.0,174.0,172.371,29008.96578499731,17.0,17
options/updateOptionVotes,2023-10-06 16:12:48.303000+00:00,7.92,493.76621887085537,2,S020,v3,option_30,0.0,1.0,1.0,15.0,10.0,voting,v3_long_traditional,,,,,,,1.0,0,3.0,3.0,177.0,180.291,29502.732003868165,18.0,18
options/updateOptionVotes,2023-10-06 16:12:53.366000+00:00,5.063000000000001,546.267700640804,2,S020,v3,option_27,0.0,1.0,1.0,17.0,8.0,voting,v3_long_traditional,,,,,,,1.0,0,2.0,2.0,179.0,185.354,30048.99970450897,19.0,19
options/updateOptionVotes,2023-10-06 16:12:57.337000+00:00,3.971,417.7776035767656,2,S020,v3,option_12,0.0,1.0,1.0,20.0,5.0,voting,v3_long_traditional,,,,,,,1.0,0,3.0,3.0,182.0,189.325,30466.777308085733,20.0,20
options/updateOptionVotes,2023-10-06 16:13:00.352000+00:00,3.015,520.8514240637408,2,S020,v3,option_7,0.0,1.0,1.0,16.0,9.0,voting,v3_long_traditional,,,,,,,1.0,0,-4.0,4.0,186.0,192.34,30987.628732149475,21.0,21
options/updateOptionVotes,2023-10-06 16:13:03.345000+00:00,2.993,470.2900314631984,2,S020,v3,option_6,0.0,1.0,1.0,18.0,7.0,voting,v3_long_traditional,,,,,,,1.0,0,2.0,2.0,188.0,195.333,31457.918763612677,22.0,22
options/updateOptionVotes,2023-10-06 16:14:49.817000+00:00,106.47199999999998,9420.702563677763,5,S020,v3,option_2,1.0,5.0,4.0,3.0,22.0,voting,v3_long_traditional,,,,,,,24.0,0,-15.0,15.0,203.0,301.80499999999995,40878.62132729044,46.0,23
options/updateOptionVotes,2023-10-06 16:15:09.190000+00:00,19.373,2052.0090207118283,2,S020,v3,option_1,1.0,10.0,9.0,21.0,4.0,voting,v3_long_traditional,,,,,,,99.0,0,18.0,18.0,221.0,321.178,42930.63034800227,145.0,24
options/updateOptionVotes,2023-10-06 16:15:26.482000+00:00,17.292,1520.3408283967933,4,S020,v3,option_25,1.0,10.0,9.0,4.0,21.0,voting,v3_long_traditional,,,,,,,99.0,0,-17.0,17.0,238.0,338.47,44450.97117639906,244.0,25
