type,timestamp,time_diff,totalCursorDistance,totalMouseClicks,user_id,version_id,option_id,old_vote,new_vote,vote_diff,option_position,option_position_view,filled_page_action,version,old_group,new_group,card_order,new_position,old_position,raw_page_action,diff_square,num_groupings,distance_diff,abs_distance,cumulative_distance,cumulative_voting_time,cumulative_cursor_distance,cumsum_diff_square,step
options/updateOptionVotes,2023-09-30 21:31:30.090000+00:00,49.20299999999999,3596.0287262745883,6,S003,v1,option_15,0.0,3.0,3.0,5.0,2.0,voting,v1_short_traditional,,,,,,,9.0,0,5.0,5.0,5.0,49.20299999999999,3596.0287262745883,9.0,1
options/updateOptionVotes,2023-09-30 21:31:37.572000+00:00,7.481999999999999,391.227658568046,2,S003,v1,option_1,0.0,2.0,2.0,2.0,5.0,voting,v1_short_traditional,,,,,,,4.0,0,-3.0,3.0,8.0,56.68499999999999,3987.2563848426335,13.0,2
options/updateOptionVotes,2023-09-30 21:31:48.505000+00:00,10.933,245.09024249326387,2,S003,v1,option_11,0.0,5.0,5.0,3.0,4.0,voting,v1_short_traditional,,,,,,,25.0,0,1.0,1.0,9.0,67.618,4232.346627335898,38.0,3
options/updateOptionVotes,2023-09-30 21:31:52.760000+00:00,4.255,480.4533663728873,2,S003,v1,option_21,0.0,7.0,7.0,6.0,1.0,voting,v1_short_traditional,,,,,,,49.0,0,3.0,3.0,12.0,71.87299999999999,4712.799993708785,87.0,4
options/updateOptionVotes,2023-09-30 21:31:55.639000+00:00,2.879,297.67431804631167,2,S003,v1,option_21,7.0,5.0,-2.0,6.0,1.0,voting,v1_short_traditional,,,,,,,-24.0,0,0.0,0.0,12.0,74.75199999999998,5010.474311755097,63.0,5
options/updateOptionVotes,2023-09-30 21:31:59.650000+00:00,4.010999999999999,441.5422339087844,2,S003,v1,option_11,5.0,3.0,-2.0,3.0,4.0,voting,v1_short_traditional,,,,,,,-16.0,0,-3.0,3.0,15.0,78.76299999999999,5452.0165456638815,47.0,6
options/updateOptionVotes,2023-09-30 21:32:09.140000+00:00,9.49,794.6624690014826,2,S003,v1,option_8,0.0,3.0,3.0,1.0,6.0,voting,v1_short_traditional,,,,,,,9.0,0,-2.0,2.0,17.0,88.25299999999999,6246.679014665364,56.0,7
options/updateOptionVotes,2023-09-30 21:32:14.133000+00:00,4.992999999999999,291.2337468775321,2,S003,v1,option_4,0.0,1.0,1.0,4.0,3.0,voting,v1_short_traditional,,,,,,,1.0,0,3.0,3.0,20.0,93.24599999999998,6537.912761542896,57.0,8
options/updateOptionVotes,2023-09-30 21:32:28.050000+00:00,13.917,1687.360201197666,3,S003,v1,option_4,1.0,2.0,1.0,4.0,3.0,voting,v1_short_traditional,,,,,,,3.0,0,0.0,0.0,20.0,107.16299999999998,8225.272962740562,60.0,9
options/updateOptionVotes,2023-09-30 21:32:33.720000+00:00,5.67,514.855582452879,2,S003,v1,option_4,2.0,1.0,-1.0,4.0,3.0,voting,v1_short_traditional,,,,,,,-3.0,0,0.0,0.0,20.0,112.83299999999998,8740.128545193442,57.0,10
options/updateOptionVotes,2023-10-01 23:47:00.073000+00:00,80.799,8850.678698942027,2,S007,v1,option_5,0.0,4.0,4.0,6.0,1.0,voting,v1_short_traditional,,,,,,,16.0,0,6.0,6.0,6.0,80.799,8850.678698942027,16.0,1
options/updateOptionVotes,2023-10-01 23:47:08.983000+00:00,8.91,252.70822369822903,2,S007,v1,option_9,0.0,4.0,4.0,1.0,6.0,voting,v1_short_traditional,,,,,,,16.0,0,-5.0,5.0,11.0,89.709,9103.386922640257,32.0,2
options/updateOptionVotes,2023-10-01 23:48:22.763000+00:00,73.78,5289.941384376041,7,S007,v1,option_5,4.0,7.0,3.0,6.0,1.0,voting,v1_short_traditional,,,,,,,33.0,0,5.0,5.0,16.0,163.489,14393.328307016298,65.0,3
options/updateOptionVotes,2023-10-01 23:48:26.970000+00:00,4.207,318.0402252434176,3,S007,v1,option_5,7.0,6.0,-1.0,6.0,1.0,voting,v1_short_traditional,,,,,,,-13.0,0,0.0,0.0,16.0,167.696,14711.368532259714,52.0,4
options/updateOptionVotes,2023-10-01 23:48:30.503000+00:00,3.533,104.108634584488,2,S007,v1,option_9,4.0,7.0,3.0,1.0,6.0,voting,v1_short_traditional,,,,,,,33.0,0,-5.0,5.0,21.0,171.229,14815.477166844204,85.0,5
options/updateOptionVotes,2023-10-01 23:48:33.496000+00:00,2.993,123.08197718891856,2,S007,v1,option_9,7.0,6.0,-1.0,1.0,6.0,voting,v1_short_traditional,,,,,,,-13.0,0,0.0,0.0,21.0,174.222,14938.55914403312,72.0,6
options/updateOptionVotes,2023-10-01 23:48:36.511000+00:00,3.015,309.49046629321407,2,S007,v1,option_9,6.0,5.0,-1.0,1.0,6.0,voting,v1_short_traditional,,,,,,,-11.0,0,0.0,0.0,21.0,177.237,15248.049610326336,61.0,7
options/updateOptionVotes,2023-10-01 23:48:41.608000+00:00,5.097,451.6186046608735,2,S007,v1,option_5,6.0,5.0,-1.0,6.0,1.0,voting,v1_short_traditional,,,,,,,-11.0,0,5.0,5.0,26.0,182.334,15699.668214987209,50.0,8
options/updateOptionVotes,2023-10-01 23:49:02.667000+00:00,21.059000000000005,804.6064681659809,2,S007,v1,option_9,5.0,3.0,-2.0,1.0,6.0,voting,v1_short_traditional,,,,,,,-16.0,0,-5.0,5.0,31.0,203.393,16504.27468315319,34.0,9
options/updateOptionVotes,2023-10-01 23:49:05.256000+00:00,2.589,604.162072171359,2,S007,v1,option_5,5.0,7.0,2.0,6.0,1.0,voting,v1_short_traditional,,,,,,,24.0,0,5.0,5.0,36.0,205.982,17108.43675532455,58.0,10
options/updateOptionVotes,2023-10-01 23:49:17.789000+00:00,12.533,564.6417823823776,2,S007,v1,option_27,0.0,1.0,1.0,2.0,5.0,voting,v1_short_traditional,,,,,,,1.0,0,-4.0,4.0,40.0,218.515,17673.078537706926,59.0,11
options/updateOptionVotes,2023-10-03 13:42:45.954000+00:00,150.856,26596.58975169372,9,S012,v1,option_3,0.0,1.0,1.0,6.0,1.0,voting,v1_short_traditional,,,,,,,1.0,0,6.0,6.0,6.0,150.856,26596.58975169372,1.0,1
options/updateOptionVotes,2023-10-03 13:42:51.961000+00:00,6.007,1619.4337494624658,2,S012,v1,option_5,0.0,2.0,2.0,5.0,2.0,voting,v1_short_traditional,,,,,,,4.0,0,-1.0,1.0,7.0,156.863,28216.023501156185,5.0,2
options/updateOptionVotes,2023-10-03 13:43:07.441000+00:00,15.48,1057.6591714613162,2,S012,v1,option_18,0.0,2.0,2.0,2.0,5.0,voting,v1_short_traditional,,,,,,,4.0,0,-3.0,3.0,10.0,172.343,29273.6826726175,9.0,3
options/updateOptionVotes,2023-10-03 13:43:18.252000+00:00,10.811,454.735359411181,2,S012,v1,option_8,0.0,0.0,0.0,1.0,6.0,voting,v1_short_traditional,,,,,,,0.0,0,-1.0,1.0,11.0,183.154,29728.418032028683,9.0,4
options/updateOptionVotes,2023-10-03 13:43:45.230000+00:00,26.978000000000005,5511.990812334646,4,S012,v1,option_29,0.0,1.0,1.0,3.0,4.0,voting,v1_short_traditional,,,,,,,1.0,0,2.0,2.0,13.0,210.132,35240.40884436333,10.0,5
options/updateOptionVotes,2023-10-03 13:43:55.041000+00:00,9.811,3162.9781882695206,2,S012,v1,option_8,0.0,1.0,1.0,1.0,6.0,voting,v1_short_traditional,,,,,,,1.0,0,-2.0,2.0,15.0,219.943,38403.38703263285,11.0,6
options/updateOptionVotes,2023-10-03 13:43:57.988000+00:00,2.947,193.93377657163543,2,S012,v1,option_18,2.0,4.0,2.0,2.0,5.0,voting,v1_short_traditional,,,,,,,12.0,0,1.0,1.0,16.0,222.89,38597.32080920448,23.0,7
options/updateOptionVotes,2023-10-03 13:44:02.398000+00:00,4.41,253.1693430448161,2,S012,v1,option_5,2.0,4.0,2.0,5.0,2.0,voting,v1_short_traditional,,,,,,,12.0,0,3.0,3.0,19.0,227.3,38850.4901522493,35.0,8
options/updateOptionVotes,2023-10-03 13:44:05.358000+00:00,2.96,307.201550448827,2,S012,v1,option_9,0.0,2.0,2.0,4.0,3.0,voting,v1_short_traditional,,,,,,,4.0,0,-1.0,1.0,20.0,230.26,39157.691702698125,39.0,9
options/updateOptionVotes,2023-10-03 13:44:09.238000+00:00,3.88,311.0337018229045,2,S012,v1,option_29,1.0,3.0,2.0,3.0,4.0,voting,v1_short_traditional,,,,,,,8.0,0,-1.0,1.0,21.0,234.14,39468.72540452103,47.0,10
options/updateOptionVotes,2023-10-03 13:44:14.774000+00:00,5.536,323.872700773461,2,S012,v1,option_3,1.0,2.0,1.0,6.0,1.0,voting,v1_short_traditional,,,,,,,3.0,0,3.0,3.0,24.0,239.676,39792.59810529449,50.0,11
options/updateOptionVotes,2023-10-03 13:44:17.631000+00:00,2.857,459.0703846006018,2,S012,v1,option_9,2.0,3.0,1.0,4.0,3.0,voting,v1_short_traditional,,,,,,,5.0,0,-2.0,2.0,26.0,242.533,40251.66848989509,55.0,12
options/updateOptionVotes,2023-10-03 13:44:23.043000+00:00,5.411999999999999,622.7774716526294,2,S012,v1,option_8,1.0,2.0,1.0,1.0,6.0,voting,v1_short_traditional,,,,,,,3.0,0,-3.0,3.0,29.0,247.945,40874.445961547724,58.0,13
options/updateOptionVotes,2023-10-03 16:43:33.311000+00:00,21.418,1962.5353817786,2,S014,v1,option_10,0.0,4.0,4.0,4.0,3.0,voting,v1_short_traditional,,,,,,,16.0,0,4.0,4.0,4.0,21.418,1962.5353817786,16.0,1
options/updateOptionVotes,2023-10-03 16:43:40.662000+00:00,7.351,394.7713025507687,2,S014,v1,option_1,0.0,4.0,4.0,5.0,2.0,voting,v1_short_traditional,,,,,,,16.0,0,1.0,1.0,5.0,28.769,2357.306684329369,32.0,2
options/updateOptionVotes,2023-10-03 16:43:51.870000+00:00,11.208000000000002,1028.7856696324104,2,S014,v1,option_13,0.0,5.0,5.0,1.0,6.0,voting,v1_short_traditional,,,,,,,25.0,0,-4.0,4.0,9.0,39.977,3386.0923539617797,57.0,3
options/updateOptionVotes,2023-10-04 19:31:37.168000+00:00,12.0,2442.019832527349,2,S018,v1,option_27,0.0,4.0,4.0,4.0,3.0,voting,v1_short_traditional,,,,,,,16.0,0,4.0,4.0,4.0,12.0,2442.019832527349,16.0,1
options/updateOptionVotes,2023-10-04 19:31:44.288000+00:00,7.12,336.242157107304,2,S018,v1,option_23,0.0,3.0,3.0,1.0,6.0,voting,v1_short_traditional,,,,,,,9.0,0,-3.0,3.0,7.0,19.12,2778.261989634653,25.0,2
options/updateOptionVotes,2023-10-04 19:31:50.880000+00:00,6.5920000000000005,353.4435164697713,2,S018,v1,option_1,0.0,5.0,5.0,2.0,5.0,voting,v1_short_traditional,,,,,,,25.0,0,1.0,1.0,8.0,25.712,3131.7055061044243,50.0,3
options/updateOptionVotes,2023-10-04 19:31:55.166000+00:00,4.286,421.8916512022402,2,S018,v1,option_1,5.0,3.0,-2.0,2.0,5.0,voting,v1_short_traditional,,,,,,,-16.0,0,0.0,0.0,8.0,29.998,3553.5971573066645,34.0,4
options/updateOptionVotes,2023-10-04 19:32:05.180000+00:00,10.014,580.8887521598542,2,S018,v1,option_8,0.0,4.0,4.0,3.0,4.0,voting,v1_short_traditional,,,,,,,16.0,0,1.0,1.0,9.0,40.012,4134.485909466519,50.0,5
options/updateOptionVotes,2023-10-04 19:32:09.195000+00:00,4.015000000000001,347.8680399809337,2,S018,v1,option_5,0.0,1.0,1.0,5.0,2.0,voting,v1_short_traditional,,,,,,,1.0,0,2.0,2.0,11.0,44.027,4482.353949447453,51.0,6
options/updateOptionVotes,2023-10-04 19:32:11.660000+00:00,2.465,224.5032510529832,2,S018,v1,option_7,0.0,2.0,2.0,6.0,1.0,voting,v1_short_traditional,,,,,,,4.0,0,1.0,1.0,12.0,46.492,4706.857200500435,55.0,7
options/updateOptionVotes,2023-10-04 19:32:18.657000+00:00,6.997,880.2754393302315,3,S018,v1,option_5,1.0,2.0,1.0,5.0,2.0,voting,v1_short_traditional,,,,,,,3.0,0,-1.0,1.0,13.0,53.489,5587.132639830667,58.0,8
options/updateOptionVotes,2023-10-07 14:07:32.938000+00:00,54.654,4785.048064172216,5,S024,v1,option_18,0.0,3.0,3.0,6.0,1.0,voting,v1_short_traditional,,,,,,,9.0,0,6.0,6.0,6.0,54.654,4785.048064172216,9.0,1
options/updateOptionVotes,2023-10-07 14:07:34.635000+00:00,1.697,129.1790569105357,2,S024,v1,option_5,0.0,3.0,3.0,1.0,6.0,voting,v1_short_traditional,,,,,,,9.0,0,-5.0,5.0,11.0,56.351000000000006,4914.227121082752,18.0,2
options/updateOptionVotes,2023-10-07 14:07:36.165000+00:00,1.53,160.21388046750707,2,S024,v1,option_15,0.0,3.0,3.0,5.0,2.0,voting,v1_short_traditional,,,,,,,9.0,0,4.0,4.0,15.0,57.881,5074.441001550259,27.0,3
options/updateOptionVotes,2023-10-07 14:07:38.484000+00:00,2.319,271.357045287129,2,S024,v1,option_16,0.0,3.0,3.0,2.0,5.0,voting,v1_short_traditional,,,,,,,9.0,0,-3.0,3.0,18.0,60.2,5345.798046837388,36.0,4
options/updateOptionVotes,2023-10-07 14:07:40.239000+00:00,1.755,131.76176548372416,2,S024,v1,option_4,0.0,3.0,3.0,4.0,3.0,voting,v1_short_traditional,,,,,,,9.0,0,2.0,2.0,20.0,61.955000000000005,5477.559812321112,45.0,5
options/updateOptionVotes,2023-10-07 14:07:42.173000+00:00,1.934,146.16991786888957,2,S024,v1,option_8,0.0,3.0,3.0,3.0,4.0,voting,v1_short_traditional,,,,,,,9.0,0,-1.0,1.0,21.0,63.889,5623.729730190002,54.0,6
options/updateOptionVotes,2023-10-07 14:09:04.504000+00:00,82.331,9688.47065144198,2,S024,v1,option_16,3.0,4.0,1.0,2.0,5.0,voting,v1_short_traditional,,,,,,,7.0,0,-1.0,1.0,22.0,146.22,15312.200381631985,61.0,7
options/updateOptionVotes,2023-10-07 14:09:11.074000+00:00,6.57,835.0260905475611,3,S024,v1,option_8,3.0,2.0,-1.0,3.0,4.0,voting,v1_short_traditional,,,,,,,-5.0,0,1.0,1.0,23.0,152.79000000000002,16147.226472179544,56.0,8
options/updateOptionVotes,2023-10-07 14:09:24.855000+00:00,13.781,1326.3402300727018,2,S024,v1,option_15,3.0,4.0,1.0,5.0,2.0,voting,v1_short_traditional,,,,,,,7.0,0,2.0,2.0,25.0,166.57100000000003,17473.566702252247,63.0,9
options/updateOptionVotes,2023-10-07 14:09:34.843000+00:00,9.988,807.4672188212194,2,S024,v1,option_18,3.0,2.0,-1.0,6.0,1.0,voting,v1_short_traditional,,,,,,,-5.0,0,1.0,1.0,26.0,176.55900000000003,18281.033921073464,58.0,10
options/updateOptionVotes,2023-10-07 14:09:52.417000+00:00,17.573999999999998,5042.02545592199,2,S024,v1,option_18,2.0,3.0,1.0,6.0,1.0,voting,v1_short_traditional,,,,,,,5.0,0,0.0,0.0,26.0,194.133,23323.059376995458,63.0,11
options/updateOptionVotes,2023-10-07 14:10:39.161000+00:00,46.744,6940.609170545788,8,S024,v1,option_5,3.0,2.0,-1.0,1.0,6.0,voting,v1_short_traditional,,,,,,,-5.0,0,-5.0,5.0,31.0,240.877,30263.668547541245,58.0,12
options/updateOptionVotes,2023-10-09 23:37:44.746000+00:00,48.754,6845.016361912367,2,S029,v1,option_1,0.0,4.0,4.0,2.0,5.0,voting,v1_short_traditional,,,,,,,16.0,0,2.0,2.0,2.0,48.754,6845.016361912367,16.0,1
options/updateOptionVotes,2023-10-09 23:37:55.263000+00:00,10.517,1505.6274530942655,2,S029,v1,option_26,0.0,4.0,4.0,6.0,1.0,voting,v1_short_traditional,,,,,,,16.0,0,4.0,4.0,6.0,59.271,8350.643815006631,32.0,2
options/updateOptionVotes,2023-10-09 23:38:06.042000+00:00,10.779,1615.355853778988,3,S029,v1,option_16,0.0,3.0,3.0,3.0,4.0,voting,v1_short_traditional,,,,,,,9.0,0,-3.0,3.0,9.0,70.05,9965.99966878562,41.0,3
options/updateOptionVotes,2023-10-09 23:38:09.596000+00:00,3.5540000000000003,439.1392451619892,2,S029,v1,option_26,4.0,3.0,-1.0,6.0,1.0,voting,v1_short_traditional,,,,,,,-7.0,0,3.0,3.0,12.0,73.604,10405.13891394761,34.0,4
options/updateOptionVotes,2023-10-09 23:38:11.430000+00:00,1.834,386.5287289439783,2,S029,v1,option_1,4.0,3.0,-1.0,2.0,5.0,voting,v1_short_traditional,,,,,,,-7.0,0,-4.0,4.0,16.0,75.438,10791.667642891587,27.0,5
options/updateOptionVotes,2023-10-09 23:38:13.518000+00:00,2.088,811.0283725177617,2,S029,v1,option_16,3.0,4.0,1.0,3.0,4.0,voting,v1_short_traditional,,,,,,,7.0,0,1.0,1.0,17.0,77.526,11602.69601540935,34.0,6
options/updateOptionVotes,2023-10-09 23:38:34.403000+00:00,20.885000000000005,1343.0653123649477,2,S029,v1,option_22,0.0,2.0,2.0,1.0,6.0,voting,v1_short_traditional,,,,,,,4.0,0,-2.0,2.0,19.0,98.411,12945.761327774297,38.0,7
options/updateOptionVotes,2023-10-09 23:38:41.289000+00:00,6.886,678.4980613141844,3,S029,v1,option_11,0.0,1.0,1.0,4.0,3.0,voting,v1_short_traditional,,,,,,,1.0,0,3.0,3.0,22.0,105.297,13624.259389088482,39.0,8
options/updateOptionVotes,2023-10-09 23:38:44.584000+00:00,3.295,412.4963316041045,2,S029,v1,option_14,0.0,1.0,1.0,5.0,2.0,voting,v1_short_traditional,,,,,,,1.0,0,1.0,1.0,23.0,108.592,14036.755720692589,40.0,9
options/updateOptionVotes,2023-10-09 23:38:50.232000+00:00,5.648,840.4328846025727,2,S029,v1,option_16,4.0,5.0,1.0,3.0,4.0,voting,v1_short_traditional,,,,,,,9.0,0,-2.0,2.0,25.0,114.24,14877.18860529516,49.0,10
options/updateOptionVotes,2023-10-09 23:38:56.510000+00:00,6.278,528.0637743604397,2,S029,v1,option_26,3.0,4.0,1.0,6.0,1.0,voting,v1_short_traditional,,,,,,,7.0,0,3.0,3.0,28.0,120.518,15405.252379655598,56.0,11
options/updateOptionVotes,2023-10-09 23:39:07.085000+00:00,10.575,512.8143520434999,2,S029,v1,option_22,2.0,3.0,1.0,1.0,6.0,voting,v1_short_traditional,,,,,,,5.0,0,-5.0,5.0,33.0,131.093,15918.066731699098,61.0,12
options/updateOptionVotes,2023-10-09 23:39:13.104000+00:00,6.019,682.382467345856,2,S029,v1,option_22,3.0,2.0,-1.0,1.0,6.0,voting,v1_short_traditional,,,,,,,-5.0,0,0.0,0.0,33.0,137.112,16600.449199044953,56.0,13
options/updateOptionVotes,2023-10-11 20:35:32.838000+00:00,15.348,6791.374230960731,2,S032,v1,option_6,0.0,-7.0,-7.0,5.0,2.0,voting,v1_short_traditional,,,,,,,49.0,0,5.0,5.0,5.0,15.348,6791.374230960731,49.0,1
options/updateOptionVotes,2023-10-11 20:35:36.089000+00:00,3.251,461.7378470876388,2,S032,v1,option_6,-7.0,0.0,7.0,5.0,2.0,voting,v1_short_traditional,,,,,,,-49.0,0,0.0,0.0,5.0,18.599,7253.112078048371,0.0,2
options/updateOptionVotes,2023-10-11 20:35:42.263000+00:00,6.174,1865.2443081944125,3,S032,v1,option_19,0.0,2.0,2.0,4.0,3.0,voting,v1_short_traditional,,,,,,,4.0,0,-1.0,1.0,6.0,24.773,9118.356386242784,4.0,3
options/updateOptionVotes,2023-10-11 20:35:44.132000+00:00,1.869,257.1746901583194,2,S032,v1,option_19,2.0,3.0,1.0,4.0,3.0,voting,v1_short_traditional,,,,,,,5.0,0,0.0,0.0,6.0,26.642,9375.531076401105,9.0,4
options/updateOptionVotes,2023-10-11 20:35:48.440000+00:00,4.308000000000001,1892.82836075054,3,S032,v1,option_5,0.0,1.0,1.0,3.0,4.0,voting,v1_short_traditional,,,,,,,1.0,0,-1.0,1.0,7.0,30.95,11268.35943715164,10.0,5
options/updateOptionVotes,2023-10-11 20:35:53.930000+00:00,5.489999999999999,1428.0438084983284,3,S032,v1,option_25,0.0,2.0,2.0,2.0,5.0,voting,v1_short_traditional,,,,,,,4.0,0,-1.0,1.0,8.0,36.44,12696.40324564997,14.0,6
options/updateOptionVotes,2023-10-11 20:36:00.488000+00:00,6.558,1410.6064330397317,3,S032,v1,option_17,0.0,3.0,3.0,1.0,6.0,voting,v1_short_traditional,,,,,,,9.0,0,-1.0,1.0,9.0,42.998,14107.0096786897,23.0,7
options/updateOptionVotes,2023-10-11 20:36:05.124000+00:00,4.636,1393.8644727617238,2,S032,v1,option_18,0.0,3.0,3.0,6.0,1.0,voting,v1_short_traditional,,,,,,,9.0,0,5.0,5.0,14.0,47.634,15500.874151451426,32.0,8
options/updateOptionVotes,2023-10-11 20:36:07.959000+00:00,2.835,693.280512937393,2,S032,v1,option_19,3.0,5.0,2.0,4.0,3.0,voting,v1_short_traditional,,,,,,,16.0,0,-2.0,2.0,16.0,50.469,16194.154664388818,48.0,9
options/updateOptionVotes,2023-10-11 20:36:11.649000+00:00,3.69,1040.962504034378,2,S032,v1,option_25,2.0,4.0,2.0,2.0,5.0,voting,v1_short_traditional,,,,,,,12.0,0,-2.0,2.0,18.0,54.159,17235.117168423196,60.0,10
options/updateOptionVotes,2023-10-11 20:36:17.206000+00:00,5.556999999999999,1328.686883319854,2,S032,v1,option_18,3.0,2.0,-1.0,6.0,1.0,voting,v1_short_traditional,,,,,,,-5.0,0,4.0,4.0,22.0,59.716,18563.80405174305,55.0,11
options/updateOptionVotes,2023-10-11 20:36:24.092000+00:00,6.886,1347.412219610959,2,S032,v1,option_6,0.0,-2.0,-2.0,5.0,2.0,voting,v1_short_traditional,,,,,,,4.0,0,-1.0,1.0,23.0,66.60199999999999,19911.21627135401,59.0,12
options/updateOptionVotes,2023-10-13 17:34:30.548000+00:00,70.378,2094.520530401354,4,S036,v1,option_24,0.0,-3.0,-3.0,3.0,4.0,voting,v1_short_traditional,,,,,,,9.0,0,3.0,3.0,3.0,70.378,2094.520530401354,9.0,1
options/updateOptionVotes,2023-10-13 17:34:38.332000+00:00,7.784,824.9116109227407,2,S036,v1,option_26,0.0,-3.0,-3.0,2.0,5.0,voting,v1_short_traditional,,,,,,,9.0,0,-1.0,1.0,4.0,78.162,2919.4321413240946,18.0,2
options/updateOptionVotes,2023-10-13 17:34:52.676000+00:00,14.344,559.314761125788,2,S036,v1,option_24,-3.0,4.0,7.0,3.0,4.0,voting,v1_short_traditional,,,,,,,7.0,0,1.0,1.0,5.0,92.506,3478.7469024498823,25.0,3
options/updateOptionVotes,2023-10-13 17:35:01.773000+00:00,9.097,753.9239695712538,2,S036,v1,option_5,0.0,2.0,2.0,1.0,6.0,voting,v1_short_traditional,,,,,,,4.0,0,-2.0,2.0,7.0,101.603,4232.670872021136,29.0,4
options/updateOptionVotes,2023-10-13 17:35:12.905000+00:00,11.132,429.043739593264,2,S036,v1,option_4,0.0,2.0,2.0,6.0,1.0,voting,v1_short_traditional,,,,,,,4.0,0,5.0,5.0,12.0,112.735,4661.7146116144,33.0,5
options/updateOptionVotes,2023-10-13 17:35:17.355000+00:00,4.45,333.4612924464041,2,S036,v1,option_7,0.0,2.0,2.0,4.0,3.0,voting,v1_short_traditional,,,,,,,4.0,0,-2.0,2.0,14.0,117.185,4995.175904060805,37.0,6
options/updateOptionVotes,2023-10-13 17:35:25.652000+00:00,8.296999999999999,715.9249752867589,2,S036,v1,option_26,-3.0,-4.0,-1.0,2.0,5.0,voting,v1_short_traditional,,,,,,,7.0,0,-2.0,2.0,16.0,125.482,5711.100879347563,44.0,7
options/updateOptionVotes,2023-10-13 17:35:39.578000+00:00,13.925999999999998,1340.6255905973485,2,S036,v1,option_10,0.0,-4.0,-4.0,5.0,2.0,voting,v1_short_traditional,,,,,,,16.0,0,3.0,3.0,19.0,139.408,7051.726469944912,60.0,8
options/updateOptionVotes,2023-10-13 17:36:02.495000+00:00,22.917,1175.3971074882752,3,S036,v1,option_5,2.0,1.0,-1.0,1.0,6.0,voting,v1_short_traditional,,,,,,,-3.0,0,-4.0,4.0,23.0,162.325,8227.123577433187,57.0,9
options/updateOptionVotes,2023-10-15 19:57:14.633000+00:00,96.446,10522.732634335893,6,S040,v1,option_9,0.0,5.0,5.0,2.0,5.0,voting,v1_short_traditional,,,,,,,25.0,0,2.0,2.0,2.0,96.446,10522.732634335893,25.0,1
options/updateOptionVotes,2023-10-15 19:57:20.830000+00:00,6.197,526.0228931450209,2,S040,v1,option_19,0.0,5.0,5.0,6.0,1.0,voting,v1_short_traditional,,,,,,,25.0,0,4.0,4.0,6.0,102.643,11048.755527480913,50.0,2
options/updateOptionVotes,2023-10-15 19:57:25.859000+00:00,5.029,869.103805833952,2,S040,v1,option_9,5.0,4.0,-1.0,2.0,5.0,voting,v1_short_traditional,,,,,,,-9.0,0,-4.0,4.0,10.0,107.672,11917.859333314866,41.0,3
options/updateOptionVotes,2023-10-15 19:57:33.869000+00:00,8.010000000000002,1614.1717033740956,3,S040,v1,option_16,0.0,3.0,3.0,4.0,3.0,voting,v1_short_traditional,,,,,,,9.0,0,2.0,2.0,12.0,115.682,13532.03103668896,50.0,4
options/updateOptionVotes,2023-10-15 19:57:36.807000+00:00,2.938,82.95981683258545,2,S040,v1,option_24,0.0,3.0,3.0,1.0,6.0,voting,v1_short_traditional,,,,,,,9.0,0,-3.0,3.0,15.0,118.62,13614.990853521547,59.0,5
options/updateOptionVotes,2023-09-29 16:38:36.281000+00:00,52.45,5880.007870604414,5,S002,v2,option_23,0.0,4.0,4.0,4.0,3.0,voting,v2_short_interactive,,,5.0,,,,16.0,6,4.0,4.0,4.0,52.45,5880.007870604414,16.0,1
options/updateOptionVotes,2023-09-29 16:38:41.502000+00:00,5.221,314.2685010810927,2,S002,v2,option_20,0.0,3.0,3.0,3.0,4.0,voting,v2_short_interactive,,,2.0,,,,9.0,6,-1.0,1.0,5.0,57.67100000000001,6194.276371685507,25.0,2
options/updateOptionVotes,2023-09-29 16:38:48.498000+00:00,6.995999999999999,620.4106807832834,2,S002,v2,option_11,0.0,2.0,2.0,2.0,5.0,voting,v2_short_interactive,,,3.0,,,,4.0,6,-1.0,1.0,6.0,64.667,6814.68705246879,29.0,3
options/updateOptionVotes,2023-09-29 16:38:52.942000+00:00,4.444000000000001,470.3641197017996,2,S002,v2,option_16,0.0,3.0,3.0,5.0,2.0,voting,v2_short_interactive,,,6.0,,,,9.0,6,3.0,3.0,9.0,69.111,7285.05117217059,38.0,4
options/updateOptionVotes,2023-09-29 16:38:57.588000+00:00,4.646,714.9783036104727,2,S002,v2,option_28,0.0,1.0,1.0,1.0,6.0,voting,v2_short_interactive,,,4.0,,,,1.0,6,-4.0,4.0,13.0,73.757,8000.0294757810625,39.0,5
options/updateOptionVotes,2023-09-29 16:39:12.654000+00:00,15.066,1320.698533104647,4,S002,v2,option_29,0.0,1.0,1.0,6.0,1.0,voting,v2_short_interactive,,,1.0,,,,1.0,6,5.0,5.0,18.0,88.82300000000001,9320.72800888571,40.0,6
options/updateOptionVotes,2023-09-29 16:39:24.388000+00:00,11.734000000000002,1995.7062101829683,2,S002,v2,option_20,3.0,4.0,1.0,3.0,4.0,voting,v2_short_interactive,,,2.0,,,,7.0,6,-3.0,3.0,21.0,100.557,11316.434219068677,47.0,7
options/updateOptionVotes,2023-09-29 16:39:27.966000+00:00,3.5780000000000003,329.79594169886,2,S002,v2,option_11,2.0,3.0,1.0,2.0,5.0,voting,v2_short_interactive,,,3.0,,,,5.0,6,-1.0,1.0,22.0,104.135,11646.230160767538,52.0,8
